<<<<<<< HEAD
Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,67.77999877929688,67.77999877929688,67.33000183105469,67.66999816894531,67.66999816894531,589562
2023-01-03,67.9800033569336,68.9000015258789,67.9800033569336,68.66999816894531,68.66999816894531,1559415
2023-01-04,68.29000091552734,68.80000305175781,68.08000183105469,68.7300033569336,68.7300033569336,1075915
2023-01-05,67.88999938964844,67.88999938964844,66.4000015258789,66.91999816894531,66.91999816894531,2209592
2023-01-06,67.0,67.19000244140625,66.80000305175781,66.87999725341797,66.87999725341797,1217957
2023-01-09,67.51000213623047,68.5,67.51000213623047,67.94999694824219,67.94999694824219,877040
2023-01-10,68.0,68.01000213623047,66.69999694824219,67.08000183105469,67.08000183105469,794149
2023-01-11,67.08000183105469,67.69000244140625,67.0199966430664,67.54000091552734,67.54000091552734,674649
2023-01-12,67.5,67.5,66.88999938964844,67.1500015258789,67.1500015258789,1108209
2023-01-13,67.20999908447266,67.5,66.81999969482422,67.18000030517578,67.18000030517578,2143703
2023-01-16,68.01000213623047,68.3499984741211,68.01000213623047,68.26000213623047,68.26000213623047,1292119
2023-01-17,68.44999694824219,68.51000213623047,67.9800033569336,68.05000305175781,68.05000305175781,1284553
2023-01-18,68.01000213623047,68.37999725341797,67.8499984741211,68.19999694824219,68.19999694824219,795382
2023-01-19,68.06999969482422,68.06999969482422,66.52999877929688,66.73999786376953,66.73999786376953,1986369
2023-01-20,67.41000366210938,67.88999938964844,67.0999984741211,67.58999633789062,67.58999633789062,892881
2023-01-23,67.87000274658203,67.9800033569336,67.33999633789062,67.5199966430664,67.5199966430664,1476635
2023-01-24,67.69999694824219,67.69999694824219,67.0199966430664,67.30999755859375,67.30999755859375,808166
2023-01-25,67.30000305175781,67.38999938964844,67.0999984741211,67.25,67.25,620850
2023-01-27,67.86000061035156,67.86000061035156,67.31999969482422,67.47000122070312,67.47000122070312,755828
2023-01-30,67.45999908447266,67.68000030517578,67.36000061035156,67.44999694824219,67.44999694824219,514927
2023-01-31,67.56999969482422,67.56999969482422,66.91999816894531,66.9800033569336,66.9800033569336,787228
2023-02-01,67.75,69.0999984741211,67.5,68.70999908447266,68.70999908447266,2529810
2023-02-02,69.5199966430664,70.76000213623047,69.51000213623047,70.5999984741211,70.5999984741211,1564567
