Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,47.41999816894531,47.41999816894531,46.849998474121094,47.16999816894531,47.16999816894531,5088245
2023-01-03,47.4900016784668,47.790000915527344,47.209999084472656,47.630001068115234,47.630001068115234,5165224
2023-01-04,47.650001525878906,48.13999938964844,47.650001525878906,48.06999969482422,48.06999969482422,4039965
2023-01-05,48.11000061035156,48.16999816894531,47.650001525878906,47.779998779296875,47.779998779296875,4303123
2023-01-06,47.779998779296875,48.040000915527344,47.34000015258789,47.5,47.5,3457817
2023-01-09,47.720001220703125,48.279998779296875,47.709999084472656,48.11000061035156,48.11000061035156,4176477
2023-01-10,48.119998931884766,48.279998779296875,47.84000015258789,47.959999084472656,47.959999084472656,3691056
2023-01-11,47.95000076293945,48.06999969482422,47.79999923706055,48.02000045776367,48.02000045776367,2415393
2023-01-12,49.45000076293945,49.45000076293945,47.91999816894531,47.95000076293945,47.95000076293945,1434158
2023-01-13,48.11000061035156,48.290000915527344,48.0,48.22999954223633,48.22999954223633,2270665
2023-01-16,48.380001068115234,48.93000030517578,48.380001068115234,48.70000076293945,48.70000076293945,4385790
2023-01-17,49.060001373291016,49.060001373291016,48.43000030517578,48.5,48.5,3222233
2023-01-18,49.95000076293945,49.95000076293945,48.220001220703125,48.459999084472656,48.459999084472656,2210772
2023-01-19,49.900001525878906,49.900001525878906,48.099998474121094,48.5,48.5,1803822
2023-01-20,49.95000076293945,49.95000076293945,48.61000061035156,48.7599983215332,48.7599983215332,2310265
2023-01-23,48.540000915527344,49.0099983215332,48.540000915527344,48.77000045776367,48.77000045776367,2703249
2023-01-24,49.2400016784668,49.27000045776367,48.86000061035156,48.90999984741211,48.90999984741211,4267976
2023-01-25,49.209999084472656,49.209999084472656,48.720001220703125,48.7599983215332,48.7599983215332,2684878
2023-01-27,48.900001525878906,48.900001525878906,48.54999923706055,48.779998779296875,48.779998779296875,4045147
2023-01-30,49.2599983215332,49.2599983215332,48.54999923706055,48.77000045776367,48.77000045776367,3389681
2023-01-31,50.25,50.25,48.54999923706055,48.66999816894531,48.66999816894531,2414372
2023-02-01,48.970001220703125,49.45000076293945,48.56999969482422,49.40999984741211,49.40999984741211,3765879
2023-02-02,50.380001068115234,50.5,49.5099983215332,50.470001220703125,50.470001220703125,7185518
2023-02-03,52.0,52.0,49.34000015258789,49.41999816894531,49.41999816894531,8593265
2023-02-06,48.9900016784668,49.18000030517578,48.380001068115234,49.040000915527344,49.040000915527344,3437174
2023-02-07,49.209999084472656,49.209999084472656,48.779998779296875,49.06999969482422,49.06999969482422,2840902
2023-02-08,49.47999954223633,49.47999954223633,48.27000045776367,49.20000076293945,49.20000076293945,2932331
2023-02-09,50.70000076293945,50.70000076293945,48.83000183105469,49.11000061035156,49.11000061035156,1587624
2023-02-10,48.97999954223633,48.97999954223633,48.279998779296875,48.65999984741211,48.65999984741211,2554259
2023-02-13,50.099998474121094,50.099998474121094,48.560001373291016,48.66999816894531,48.66999816894531,2363354
2023-02-14,48.79999923706055,48.84000015258789,48.560001373291016,48.790000915527344,48.790000915527344,2015279
2023-02-15,48.689998626708984,48.70000076293945,48.08000183105469,48.15999984741211,48.15999984741211,3000332
2023-02-16,49.599998474121094,49.599998474121094,48.060001373291016,48.18000030517578,48.18000030517578,1739270
2023-02-17,48.34000015258789,48.34000015258789,47.72999954223633,47.95000076293945,47.95000076293945,2493726
2023-02-20,48.369998931884766,48.41999816894531,48.15999984741211,48.380001068115234,48.380001068115234,2176367
2023-02-21,48.779998779296875,48.779998779296875,48.09000015258789,48.2599983215332,48.2599983215332,1890550
2023-02-22,47.779998779296875,48.65999984741211,47.779998779296875,48.15999984741211,48.15999984741211,1531186
2023-02-23,48.04999923706055,48.060001373291016,47.84000015258789,47.86000061035156,47.86000061035156,1730841
2023-02-24,48.0099983215332,48.0099983215332,47.75,47.779998779296875,47.779998779296875,1269779
2023-02-27,47.9900016784668,48.0,47.36000061035156,47.439998626708984,47.439998626708984,3179913
2023-02-28,47.650001525878906,47.650001525878906,47.310001373291016,47.40999984741211,47.40999984741211,2281399
2023-03-01,47.849998474121094,47.970001220703125,47.56999969482422,47.77000045776367,47.77000045776367,2904455
2023-03-02,48.15999984741211,48.15999984741211,47.65999984741211,47.810001373291016,47.810001373291016,2417506
2023-03-03,47.939998626708984,47.95000076293945,47.7599983215332,47.81999969482422,47.81999969482422,2310650
2023-03-06,47.86000061035156,48.08000183105469,47.79999923706055,47.83000183105469,47.83000183105469,3400795
2023-03-08,47.189998626708984,47.189998626708984,46.5099983215332,47.119998931884766,47.119998931884766,2248801
2023-03-09,47.369998931884766,47.369998931884766,46.91999816894531,47.06999969482422,47.06999969482422,2670045
2023-03-10,47.18000030517578,47.709999084472656,47.18000030517578,47.43000030517578,47.43000030517578,3009916
2023-03-13,48.849998474121094,48.900001525878906,48.220001220703125,48.81999969482422,48.81999969482422,5159849
2023-03-14,49.400001525878906,49.439998626708984,49.099998474121094,49.130001068115234,49.130001068115234,5412885
2023-03-15,49.25,49.25,48.779998779296875,48.93000030517578,48.93000030517578,3470751
2023-03-16,49.79999923706055,49.79999923706055,49.29999923706055,49.70000076293945,49.70000076293945,4805081
2023-03-17,49.95000076293945,49.95000076293945,49.630001068115234,49.75,49.75,2930564
2023-03-20,50.790000915527344,51.59000015258789,50.5099983215332,50.90999984741211,50.90999984741211,9374247
2023-03-21,52.45000076293945,52.45000076293945,50.29999923706055,50.47999954223633,50.47999954223633,4152847
2023-03-22,50.099998474121094,50.099998474121094,49.77000045776367,50.040000915527344,50.040000915527344,16592552
2023-03-23,50.70000076293945,50.70000076293945,50.31999969482422,50.36000061035156,50.36000061035156,9676515
2023-03-24,50.5,51.060001373291016,50.459999084472656,50.900001525878906,50.900001525878906,4762415
2023-03-27,50.7599983215332,50.7599983215332,50.13999938964844,50.400001525878906,50.400001525878906,6111441
2023-03-28,50.68000030517578,50.68000030517578,50.02000045776367,50.40999984741211,50.40999984741211,7012406
2023-03-29,50.970001220703125,51.060001373291016,50.45000076293945,50.689998626708984,50.689998626708984,3699065
2023-03-31,50.79999923706055,51.439998626708984,50.79999923706055,51.06999969482422,51.06999969482422,6527536
2023-04-03,50.70000076293945,50.900001525878906,50.40999984741211,50.79999923706055,50.79999923706055,5802605
2023-04-05,51.79999923706055,52.4900016784668,51.75,51.86000061035156,51.86000061035156,6683360
2023-04-06,51.63999938964844,51.869998931884766,51.560001373291016,51.810001373291016,51.810001373291016,4684885
2023-04-10,51.68000030517578,51.68000030517578,51.11000061035156,51.380001068115234,51.380001068115234,4825642
2023-04-11,51.45000076293945,51.619998931884766,51.099998474121094,51.54999923706055,51.54999923706055,3126795
2023-04-12,51.970001220703125,51.970001220703125,51.59000015258789,51.720001220703125,51.720001220703125,2107439
2023-04-13,51.9900016784668,51.9900016784668,51.72999954223633,51.939998626708984,51.939998626708984,3068716
2023-04-17,51.70000076293945,51.7599983215332,51.119998931884766,51.70000076293945,51.70000076293945,2780804
2023-04-18,50.93000030517578,51.630001068115234,50.93000030517578,51.52000045776367,51.52000045776367,2607685
2023-04-19,51.84000015258789,51.84000015258789,51.06999969482422,51.119998931884766,51.119998931884766,24059884
2023-04-20,51.900001525878906,51.90999984741211,51.33000183105469,51.63999938964844,51.63999938964844,4638296
2023-04-21,51.650001525878906,51.90999984741211,51.2400016784668,51.290000915527344,51.290000915527344,3650585
2023-04-24,51.5099983215332,51.5099983215332,51.02000045776367,51.2599983215332,51.2599983215332,2660843
2023-04-25,51.68000030517578,51.90999984741211,51.2599983215332,51.31999969482422,51.31999969482422,3122970
2023-04-26,51.66999816894531,51.88999938964844,51.349998474121094,51.47999954223633,51.47999954223633,1868163
2023-04-27,51.68000030517578,51.68000030517578,51.41999816894531,51.470001220703125,51.470001220703125,1677642
2023-04-28,51.380001068115234,51.380001068115234,51.20000076293945,51.25,51.25,1904628
2023-05-02,51.529998779296875,51.529998779296875,51.060001373291016,51.310001373291016,51.310001373291016,5643337
2023-05-03,52.849998474121094,52.849998474121094,51.5099983215332,52.060001373291016,52.060001373291016,2664385
2023-05-04,53.599998474121094,53.599998474121094,52.2599983215332,52.5099983215332,52.5099983215332,4360800
2023-05-05,53.08000183105469,53.08000183105469,52.459999084472656,52.5,52.5,3223986
2023-05-08,52.20000076293945,52.25,51.97999954223633,52.16999816894531,52.16999816894531,3089746
2023-05-09,52.29999923706055,52.439998626708984,52.150001525878906,52.369998931884766,52.369998931884766,3174692
2023-05-10,52.54999923706055,52.54999923706055,52.349998474121094,52.43000030517578,52.43000030517578,3804699
2023-05-11,52.43000030517578,52.540000915527344,52.25,52.369998931884766,52.369998931884766,2016110
2023-05-12,52.150001525878906,52.150001525878906,51.849998474121094,51.90999984741211,51.90999984741211,3345301
2023-05-15,52.34000015258789,52.52000045776367,52.04999923706055,52.279998779296875,52.279998779296875,2473337
2023-05-16,52.29999923706055,52.29999923706055,52.0,52.04999923706055,52.04999923706055,2608312
2023-05-17,51.75,51.75,51.560001373291016,51.619998931884766,51.619998931884766,3919739
2023-05-18,51.599998474121094,51.650001525878906,51.41999816894531,51.59000015258789,51.59000015258789,1567727
2023-05-19,51.4900016784668,51.4900016784668,51.279998779296875,51.439998626708984,51.439998626708984,2730413
2023-05-22,49.900001525878906,52.09000015258789,49.900001525878906,51.97999954223633,51.97999954223633,4148458
2023-05-23,52.400001525878906,52.400001525878906,50.400001525878906,51.43000030517578,51.43000030517578,3155167
2023-05-24,52.27000045776367,52.27000045776367,51.540000915527344,51.75,51.75,2764715
2023-05-25,51.75,51.75,50.20000076293945,51.45000076293945,51.45000076293945,2717194
2023-05-26,53.0,53.0,51.15999984741211,51.33000183105469,51.33000183105469,2465982
2023-05-29,51.29999923706055,51.810001373291016,51.11000061035156,51.18000030517578,51.18000030517578,2542716
2023-05-30,51.43000030517578,51.43000030517578,51.0,51.13999938964844,51.13999938964844,3304510
2023-05-31,51.47999954223633,51.4900016784668,51.0099983215332,51.130001068115234,51.130001068115234,3035185
2023-06-01,51.439998626708984,51.439998626708984,50.95000076293945,50.9900016784668,50.9900016784668,4059946
2023-06-02,51.33000183105469,51.61000061035156,51.119998931884766,51.31999969482422,51.31999969482422,2845619
2023-06-05,51.0,51.0,50.650001525878906,50.720001220703125,50.720001220703125,5408201
2023-06-06,50.810001373291016,51.33000183105469,50.720001220703125,51.06999969482422,51.06999969482422,3104068
2023-06-07,51.29999923706055,51.29999923706055,50.880001068115234,50.9900016784668,50.9900016784668,2619324
2023-06-08,50.90999984741211,50.90999984741211,50.650001525878906,50.70000076293945,50.70000076293945,2389085
